epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,27,28,21,20,19,27,25,23,28,27,23,27,29,28,21,29,24,24,23,31,20,24,25,24,26,35,26,24,26,26,20,21,28,30,24,24,28,21,24,22,25,19,22,22,26,20,31,28,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,50,50,50,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062615904,0.108873281,0.095306272,0.003673494,0.039126654,0.2831698,0.044391401,0.019542114,0.040744585,0.085936656,0.026208074,1.37E-05,0.01991129,0.009639817,0.003867505,0.007835788,0.131664836,0.006150546,0.000639394,0.034373366,0.013477592,0.016542182,0.300372121,3.10E-16,1.63E-05,0.008013314,0.019317227,0.291997481,0.03020292,9.55E-08,0.437542472,0.0001517,0.149680979,0.037586252,0.000393371,0.002546693,0.058488171,0.028021255,0.235349481,0.263348721,0.040312919,0.185411627,0.012560741,0.063636315,0.373238719,0.04701725,0.01369432,0.112506991,0.132570786,0.109570321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.977802712,0.310475622,0.205303618,0.166371925,0.067459744,0.584258207,0.427891486,0.041682178,0.059801279,0.306649492,0.052416079,2.60E-05,0.035981383,0.292618463,0.038674753,0.194924346,0.131664836,0.131989991,0.000655587,0.068746732,0.013477592,0.262599829,0.300372121,3.10E-16,0.000272127,0.140829015,0.136870127,0.623551786,0.867103491,1.04E-07,0.437542472,0.007093775,0.497223634,0.400916663,0.000771614,0.004179899,0.255940999,0.698400653,0.817899126,0.846514568,0.142257693,0.370823254,0.0295809,0.528820451,0.39706007,0.051074134,0.022098777,0.137284758,0.258461659,0.893976254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,23,29,23,25,30,29,26,28,19,23,24,22,23,23,19,19,32,27,22,23,27,20,28,27,29,33,23,17,23,25,28,19,22,30,25,25,28,26,26,22,20,23,30,21,32,23,19,23,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,50,50,50,0.033,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.077802022,0.113496511,0.040332442,0.039564515,0.078634653,0.008041905,0.010508055,0.007697155,0.053505029,0.030872345,0.06205605,0.011954547,0.515720199,0.770306561,2.62E-05,7.36E-05,0.27569421,0.19785733,0.640506418,0.075201552,0.003103779,0.162237952,1.24E-07,5.52E-05,0.017348548,0.104830478,0.007515092,0.005106721,0.002926735,0.004110598,0.003162982,0.18801096,0.078464267,0.628154574,0.00040764,0.12725823,0.036574917,0.45786559,0.000174815,0.287069875,0.074334756,0.112667382,0.114059264,0.374916301,0.042262457,0.010835323,0.093623146,0.272644921,0.001680684,0.035624112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.718077874,0.35187021,0.350977195,0.337716335,0.106262657,0.131228937,0.131327102,0.131179874,0.296918639,0.042332903,0.175115967,0.179230032,0.680038145,0.933847982,0.000109801,9.90E-05,0.666152897,0.652784498,0.652729596,0.626616487,0.005006095,0.320248078,1.24E-07,5.99E-05,0.033810563,0.203595284,0.008687654,0.01102939,0.003726865,0.026926537,0.026928012,0.490744278,0.490744278,0.932970431,0.000849621,0.252662521,0.252662521,0.738231174,0.000349521,0.573598746,0.749466664,0.749466656,0.188955383,0.540125202,0.084524909,0.084524877,0.299221088,0.299221088,0.003235478,0.070868423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,23,19,27,24,26,27,25,25,23,24,27,27,26,29,28,29,30,24,27,22,21,24,25,28,22,18,20,22,26,19,31,27,33,26,31,27,22,29,22,31,32,33,28,27,20,28,29,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,50,50,50,0.033,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.097180669,0.321004381,0.498280768,0.044200608,0.040743259,2.56E-08,0.853186808,0.133346551,0.946672925,0.108149077,0.194968796,0.213923242,0.038184392,0.43230964,0.083094745,0.037168448,0.113359344,0.041565217,0.052970189,0.188427587,0.461754937,0.891952674,0.501915246,0.65633836,0.094541381,0.083981244,0.029343137,0.078794698,0.099178633,0.137763282,0.085262986,0.153179668,0.349535053,0.096474833,0.125986434,0.135132168,0.20420693,0.042570172,0.071487156,0.79247592,0.003100236,0.010612162,0.191771695,0.078295577,0.028849118,0.028076496,0.014505584,0.058000715,0.019260458,0.014446058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999346538,0.853591474,0.850754421,0.050790059,0.040921827,2.56E-08,0.853186808,0.853186808,0.959837072,0.957193251,0.957193251,0.318203269,0.318203269,0.623198417,0.152961122,0.152936655,0.186342693,0.186344829,0.186361649,0.80387055,0.906349765,0.943534173,0.943534209,0.943534209,0.943534209,0.492921678,0.321779228,0.325325849,0.2271011,0.227101255,0.225498768,0.873934591,0.874495922,0.454527219,0.454527223,0.456934393,0.365036468,0.365067272,0.162449257,0.836166571,0.154997333,0.176869307,0.205631099,0.205631099,0.206219914,0.03362707,0.033619868,0.58352254,0.025712559,0.025803229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,30,32,25,33,33,21,37,28,27,32,27,28,30,29,30,21,23,22,28,24,24,20,21,23,26,29,32,32,30,30,30,22,23,24,34,23,21,31,32,23,29,37,30,31,29,23,26,25,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,50,50,50,0.033,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.086727371,0.116853765,0.016450114,0.071484305,0.164882174,0.048145519,0.320147451,0.001020788,7.85E-05,0.051540286,0.124637251,0.013566607,0.075242458,0.234714042,0.149038541,0.016812917,0.314504311,0.184070253,0.002404241,0.003606473,0.158663697,0.043429211,0.177648457,1.54E-07,0.245976079,0.05166823,0.015758668,0.043440652,0.550296424,0.000559682,9.14E-05,0.394031316,0.592334619,0.090878666,0.160047215,0.244274732,0.129483812,0.158457819,1.08E-05,0.000122013,0.03099177,0.016216756,0.000164492,2.53E-05,6.76E-05,8.10E-06,0.038152151,0.110022698,0.041715565,0.018948542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.975579649,0.975579649,0.14080342,0.162464328,0.164993512,0.166279836,0.639920718,0.001020788,7.85E-05,0.056015222,0.266072715,0.3782812,0.378280702,0.434655493,0.399126305,0.017274523,0.389372933,0.389384315,0.012132046,0.012105721,0.355560857,0.355560857,0.198219673,1.54E-07,0.245976079,0.05166823,0.05166823,0.043442285,0.833434196,0.000559682,0.000561128,0.395407417,0.745437735,0.827890128,0.823890069,0.254327224,0.345248783,0.46583302,1.08E-05,0.000122013,0.035201382,0.372086044,0.000315671,0.000315671,0.00031524,0.00031524,0.079446218,0.142390414,0.103681289,0.034139881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,19,16,24,18,23,21,26,29,21,18,22,24,22,21,29,28,23,21,33,24,33,28,33,28,23,27,27,28,25,22,24,22,27,28,18,27,27,27,23,24,24,26,27,24,29,26,21,23,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,50,50,50,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084236942,0.259773281,0.04094058,0.014391914,0.028773211,0.053547192,3.92E-06,0.00831842,0.021906951,0.011944633,0.006359318,0.009226017,0.017703918,0.530727033,0.456802604,0.320065861,0.337170676,0.419640478,0.036617023,0.363859237,0.285887334,0.190705132,0.032615591,0.060671463,0.071751338,0.034789181,0.083152742,0.09734091,0.010823455,0.050137864,0.087420103,0.080110444,0.371564985,0.07401141,0.082731049,0.375043744,0.475361132,0.283742482,0.089371254,0.025647899,0.003499214,0.775785101,0.196250176,0.404289112,2.90E-05,0.000175244,0.000186662,0.000173565,0.090532538,0.00134983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.948603515,0.948458014,0.689383153,0.717848162,0.71878283,0.107094384,3.92E-06,0.010397045,0.044875846,0.027282528,0.018702913,0.44259795,0.44259795,0.787635165,0.787635165,0.787633242,0.621012132,0.744789637,0.187724756,0.420761406,0.416753238,0.416753238,0.416753238,0.060982926,0.089539931,0.068455344,0.151570928,0.151274482,0.147744909,0.178454514,0.178454514,0.178456994,0.655743544,0.655772899,0.556464532,0.770959257,0.770959257,0.770476436,0.556668815,0.025647899,0.025647899,0.807963138,0.807962892,0.807962892,5.68E-05,0.000236458,0.000186699,0.000186699,0.154826563,0.033745334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,22,27,25,28,26,22,23,15,22,25,24,23,23,20,23,21,28,24,24,20,17,26,25,26,29,22,19,20,20,20,19,16,21,23,23,21,30,27,32,29,25,28,18,23,26,21,26,27,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,50,50,50,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072416974,0.219689372,0.645756048,0.185981681,0.500818529,0.440928564,0.202453322,0.356699512,0.014287269,0.156129028,0.502291755,0.144262971,0.116661234,0.395475811,0.459262573,0.271473004,0.243198188,0.261778776,0.534030781,0.124093146,0.109581523,0.002088793,0.000153267,0.006416004,0.065371328,0.000583903,0.252371528,0.022373395,0.216948249,0.021387086,0.050028666,1.77E-18,1.18E-07,3.46E-05,1.33E-05,3.56E-06,0.025568276,0.03752125,0.022257654,0.019306109,0.048105833,0.032740538,0.032116923,0.062177959,0.68681262,0.280549944,0.130642435,0.241015685,0.100688282,0.052157744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.917760933,0.520430692,0.849342138,0.421551889,0.818964604,0.501718056,0.424092956,0.356701244,0.35669748,0.35669748,0.697014433,0.958772823,0.697021809,0.818053308,0.818037513,0.818037513,0.531487333,0.531487006,0.542651783,0.564059756,0.218679221,0.003831687,0.003831687,0.007670066,0.161339879,0.004555448,0.525141152,0.125850182,0.531488276,0.531488181,0.053666747,1.77E-18,1.28E-07,9.09E-05,9.12E-05,9.12E-05,0.031180793,0.038111868,0.038375257,0.038586757,0.754144768,0.754144768,0.754144768,0.754144768,0.754144653,0.754141062,0.544313316,0.544313316,0.544313229,0.157856709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25,25,23,26,28,30,25,26,30,28,29,30,22,24,31,24,26,24,26,19,25,27,28,23,23,24,23,25,24,19,29,29,31,20,29,26,30,23,28,29,21,21,22,22,23,20,20,20,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoch number,test number,l,N,G,Pm,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,50,50,50,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averagefitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.056894407,0.067103841,0.210958758,0.428072764,0.829481417,0.839122498,0.05063287,0.802859919,0.81347289,0.217565352,0.004045238,0.002324683,0.002085437,0.632329524,0.186772902,0.206805657,0.05204125,0.033486603,0.022562726,0.115981188,0.191032124,0.126112694,0.141679859,0.122834302,0.139007995,0.080797509,0.151572654,0.034481102,0.646661696,0.10269239,0.112127539,0.026835331,0.245982098,0.031471919,0.897393381,0.829831174,0.567220822,0.172383953,0.435411561,0.05369132,8.10E-15,0.505840569,0.020337237,0.019351845,0.629268881,0.309368794,0.018633653,0.372153465,0.282678252,0.630811407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestfitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.784729651,0.784729651,0.849852363,0.849852363,0.841428365,0.841432447,0.833089396,0.841432703,0.975719696,0.981575069,0.032134172,0.004631975,0.002085437,0.687133357,0.367098319,0.367098319,0.308371249,0.203521725,0.203521726,0.20352169,0.245449549,0.245622002,0.151345506,0.219211872,0.219211872,0.147918621,0.303131704,0.303341464,0.966087375,0.204521544,0.223627249,0.223627868,0.930812247,0.930812238,0.930812177,0.931384546,0.930812177,0.230677106,0.435411561,0.061012342,8.10E-15,0.549826705,0.551931872,0.019419617,0.712581582,0.618028252,0.618028252,0.564847849,0.566309634,0.910093736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numcorrectbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,29,33,28,26,26,26,27,24,22,25,21,24,23,24,23,22,20,26,27,26,28,30,25,25,23,24,28,24,27,22,27,23,28,31,27,29,26,22,29,27,29,27,23,27,23,26,27,30,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
